id,texto,emocion
3622,Hoy 23 de abril se celebra el #DiaDelLibro. . . . . . . . #DíaInternacionalDelLibro #Book #Lectura #LIbro https://t.co/MHBeCoLMjO,others
3623,🔉 Que calidad argumentativa la de estos dos políticos; - Mientes - No mientes tu - No el mentiroso era tu - No tú más 🤦🏽‍♀️ #DiaDelLibro #ElDebateDecisivo https://t.co/KtByrNQ19C,anger
3624,"El #DiaDelLibro y escuchando a cuatro chapas, el fin del mundo. #DebateDecisivoARV",others
3625,Me alegro mucho de toda esa gente que ha ido a votar y que no haya permitido que gane el trifarchito!! Ahora si que estoy orgulloso de mi país !! 🇪🇸🎊 #ElecccionesGenerales28A,joy
3626,USER Triste pérdida para la historia de la Humanidad. Hermosa. #notredameparis #notredame #paris #francia https://t.co/7sWg4d2ZxR,sadness
3627,"El mundo llora la trágica perdida que se vivió hoy en París, Notre Dame. #París #NotreDame #NotreDameArde https://t.co/OEeD8xXbzO",sadness
3628,La verdad a penas comencé a ver #Juegodetronos está temporada pero me está gustando. Espero que las próximas temporadas sean igual de buenas.,joy
3629,Por fin puedo decir que estoy orgullosa de que los españoles hayan levantado el culo del sofá y hayan ido a votar para lograr frenar a los conservadores. Gracias. #ElecccionesGenerales28A #EleccionesL6,joy
3630,"La izquierda se sentia herida y no votaba. La izquierda se siente atacada...se levanta, se une, lucha... y gana!!! 💪espero que esto solo sea el principio... la uniom hace la fuerza!!! #Elecciones2019 #ElecccionesGenerales28A",joy
3631,"El mal perder del Votante de DERECHAS Y DE EXTREMA DERECHA. Ya no hay ositolas para todos, toros para todos e incultura para todos. Ooohhhh qué pena!!!!#ElecccionesGenerales28A",others
3632,Que espectáculo lo de Sadio Mane. #ChampionsLeague,others
3633,#AryaStark - Empezó siendo sobre valorada por ser pequeña y niña. - Vió como mataban a su padre - Vió como mataban a su familia en la boda roja - Se entreno hasta casi morir con los hombres sin rostro - Vengó a su familia - y acabó con el Señor de la noche. #Got #JuegodeTronos https://t.co/tYQizK8y8u,others
3634,Dios mio que gol de #messi #ChampionsLeague https://t.co/6Q18qZ03lG,others
3635,#Melisandre es la MVP del tercer episodio de #JuegoDeTronos por invocar al Señor de la Luz cuando la noche era oscura y albergaba horrores. #VivePoniente en USER,others
3636,Siento que lloró más por el que por Kal Drogo. #got #JuegodeTronos https://t.co/8AnfWQJyxL,sadness
3637,Como cojones duermo yo ahora ?????? #JuegodeTronos,surprise
3638,Nuestro lema lo dice: MÁS QUE UN CLUB. ¡Campeones de #LaLiga! 🏆 #ForçaBarça #WeColorLaLiga https://t.co/Aifo9nxb8W,joy
3639,"En términos estratégicos, porque seguro en eso andarán pensando, ¿qué le conviene más a la derecha mexicana: que Maduro caiga o que permanezca? Con lo primero ganan un referente de victoria; con lo segundo mantienen a su némesis. #Venezuela",others
3640,Al Barça le han pasado por encima y ha ganado 3-0 (y perdonando en el descuento). Muy a lo Madrid el año pasado. Este año no se les escapa la #ChampionsLeague,others
3641,La musiquita de bueno pues aquí #JuegodeTronos,others
3642,"Feliz #DíaDelLibro 📚recuerden que no hay mejor regalo para un(a) niño(a) que un libro, xq alimentas su imaginación y empoderas.",joy
3643,"Hoy #ClimateStrike conviene recordar con una sola voz, la de #GretaThunberg, que al planeta, nuestra Tierra, se le defiende como lo que es, como a una madre. Ya lo dijo #FélixRodríguezDeLaFuente, un visionario al que muchos no podemos olvidar https://t.co/0F7W7uflSd",others
3644,Capítulo épico y manteniendo la tensión final. Lo mejor es que quedan tres capítulos para saber qué pasa con el trono de hierro y sin caminantes blancos es el turno de las intrigas y giros de guión #JuegoDeTronos,joy
3645,#Venezuela Tanquetas militares arrollan a manifestantes en Caracas |VIDEO ►https://t.co/OcAgxYaykn https://t.co/cyRhBl8jVb,fear
3646,"Seguís con el miedo,y seguís conformándoos No quiero escuchar luego a nadie quejarse eh!!!!!! #ElecccionesGenerales28A",anger
3647,VENEZUELA 🇻🇪 Isaías 62:4 Nunca más te llamarán «La ciudad abandonada ni La tierra desolada Tu nuevo nombre será La ciudad del deleite de Dios. #Venezuelalibre,others
3648,USER USER Y usted cree que Leopoldo López y todo Venezolano que luche por recuperar la democracia en #Venezuela puede andar libremente en el País? Entonces usted o es comunista o no tiene idea que es vivir en un régimen cobarde y asesino.,anger
3649,"⁉️ El máximo goleador del Real Madrid, duda para el choque frente al Betis vía USER . #Betis #LaLiga https://t.co/36GLJToBeU",others
3650,Chiques como todavia no hicieron un hilo con conspiraciones sobre lo que paso con la #NotreDame,others
3651,"El incendio de #NotreDame dejó en evidencia a todas/os los incultos, ignorantes, brutos y más que pululan esta red. Salió block a mansalva",anger
3652,Y Mariano Rajoy era el tonto #PabloCasado #ElecccionesGenerales28A https://t.co/Dti4uHhwez,anger
3653,Me da risa que todo el mundo anda poniendo twets sobre #NotreDame pero no saben como que ahí se coronó a Napoleón o que sea a reconstruido o que el jorobado de si existió y era un escultor pero es lamentable lo que pasó y la historia que se perdió.,sadness
3654,"USER Este es Tonto, se lo han dicho pero como es tonto, no se ha hecho cargo. Es un CATEDRAL! #mamarracho #NotreDame",anger
3655,#CambioClimático: Proponen a #GretaThunberg como candidata al #NobelDeLaPaz → https://t.co/bKhFhrwamb https://t.co/4vPQR9roeA,others
3656,"La Biblia es mi libro favorito! Me da vida, paz y esperanza al leerla porque puedo conocer a un Dios lleno de amor y de gracia #DiaDelLibro #LaBibliaLibroQueDaVida https://t.co/Dn8SQIQDkI",joy
3657,"Pues no me explico qué ha pasado si USER ha hecho una campaña limpia, sosegada y coherente #ElecccionesGenerales28A https://t.co/FJOAX9uBbG",others
3658,El incendio de la catedral de Notre Dame es el tema en el que hoy se centra nuestro editorial. https://t.co/PUQf9IBCrR USER #NotreDameEnLlamas https://t.co/77CU9YliD3,others
3659,¿están ustedes seguros de que #NotreDameEnLlamas no es culpa de las tres derechas?,others
3660,Pero qué buen día ha llegado! 😊 USER #DiadelLibro https://t.co/CogOEWXj8B,joy
3661,"A la “fiesta de la democracia” le sigue una noche larga y oscura, para algunos más larga y oscura que para otros. #ElecccionesGenerales28A #funeral #refundaciones",others
3662,"Si lo ves una vez te parece espectacular pero cuando lo ves por segunda vez te das cuenta que posiblemente sea el mejor capitulo de la historia de la television, sencillamente una obra maestra.Un 10. #JuegoDeTronos #2AñosDeEsperaHanMerecidoLaPena #ObraMaestra #LaNocheMasLarga",joy
3663,Gracias a Dios y a la vida por dejarnos presenciar de este ser de otro universo. Gracias a la vida por Messi. QUE GOLAZO #ChampionsLeague,joy
3664,"USER Se requieren actualmente,medidas estructurales,para poder enfrentar,los problemas ambientales. #CalidadDelAire USER USER #cambioclimático #CalentamientoGlobal #GretaThunberg #IncendiosForestales #Contaminación #PicoyPlacaAmbiental #alertaambiental USER",joy
3665,"Por lo mal que parece que les ha salido el #GolpeDeEstado en #Venezuela, tiene toda la pinta de de ardiz del gobierno #Venezolano para desactivar a #Guaidó ""el #guarimba"".",others
3666,"Rusia mueve su títere y Estados Unidos el suyo viendo desde sus países a ver quien gana, mientras tanto la gente de #Venezuela lo sufre.",sadness
3667,Leo y releo el programa electoral del USER y no doy crédito a los resultados que ha obtenido... Riámonos de la crisis económica de ZP... #winterishere ❄️ #Elecciones #Elecciones28A #ElecccionesGenerales28A #EleccionesL6,sadness
3668,Brillante. Valiente. Templada. 👏 ¡Necesitamos más Gretas Thunberg en este mundo! 🌎🌱 #GretaThunberg #COP24 #COP25 https://t.co/spIL9KvU7B,joy
3669,"DIOS MÍO COMO HAY PUTA GENTE QUE VOTA AL VOX. ME DAIS ASCO. FOS, PERO FOS DE VERDAD. #EleccionesL6 #ElecccionesGenerales28A",anger
3670,"USER Están agrediendo que esperan, dulces y besos! no sean idiotas! O mejor le tiran las tanquetas encima como en #venezuela, así no tendrían problema!",anger
3671,"Pobre #Venezuela, tan lejos de Dios y tan cerca de los Estados Unidos",sadness
3672,USER ese lagartija infrahumana del #FMI no le interesan los humanos!.. #GretaThunberg lávate bien las manos,anger
3673,Ya que es el #DiaDelLibro hablemos de #cultura aunque sea lo mínimo mínimo mínimo mínimo 😭😭 Gracias moderador ! #DebateDecisivo,sadness
3674,Hace poco leí este libro y es totalmente recomendable #DiaDelLibro https://t.co/JRSmT95GY8,others
3675,que golazo de Messi la puta madre #ChampionsLeague,joy
3676,"Aquí seguimos, en esta mierda, pero con ganas de limpiarnos el culo. Anónimus Maracuchus. #Venezuela",anger
3677,Curiosidades para este #SantJordi “Desde Juego de Tronos hasta El Señor de los Anillos: todo lo que tardaron los autores en escribir estos 31 famosos libros” 🤔 via USER #SantJordi2019 #DiaDelLibro https://t.co/uChXPcNLRh,others
3678,"Joder... por decir en un tuit que soy ateo y elogiar unos cánticos cristianos en #NotreDame, se me han echado encima una mezcla de católicos-fachas 😂😂😂",anger
3679,"Valverde: «Ganar el título con margen es difícil, además dos años seguidos» #FCBarcelona #Valverde #LaLiga https://t.co/ZYURqIcqF5",others
3680,"Estoy fascinada...no sé si quiere seguidores,si es que es masoquista o que se dio un golpe de pequeña ...me haría gracia si no fuera tan triste ... me recuerda a lo de Froilán cuando se pegó un tiro en el pie¿Os acordáis? #ElecccionesGenerales28A https://t.co/Quapxhqzk4",joy
3681,En Juegos de Tronos va a ver una matanza🗡⚒pues en España va a ver otra....el mundo se va a la mierda😭🤬😖 #JuegoDeTronos #Elecciones28A #EleccionesGenerales28A,sadness
3682,"No entiendo como la poesía de Pita Amor está tan infravalorada, a mí sus letras me parecen algo mágico en todo su esplendor. #DiaDelLibro",others
3683,Con gol de #Messi el #BarçaLevante termina 1-0 y el #Barcelona es #campeón de #LALIGA https://t.co/AYhXhZzTJN,others
3684,México es el único país donde se relaciona lo ocurrido en #NotreDame con alguien como USER 😂😂,others
3685,"#DiaDelLibro, la mejor conmemoración. Lee un libro... https://t.co/yC4QOF6F7o",others
3686,No spoiler pero en serio subidle el brillo a la pantalla cuando veáis el capítulo de #JuegoDeTronos porque no se ve una mierda.,others
3687,"Si tuviéramos una mínima parte de conciencia y tesón que #GretaThunberg a nuestra casa, el planeta, le iría bastante mejor",anger
3688,"Nuestro gobierno tercermundista no lo dirá, pero los mexicanos apoyamos a nuestros hermanos de #VENEZUELA Que la dictadura termine de la mejor manera posible!",others
3689,"Todos los días serás el discurso de motivación hasta lograr el cambio. Hijos / hijas, nietos / nietas, padres / madres, sobrinos, sobrinas, abuelos / abuelas tu familia del mundo está contigo #GretaThunberg Every day... https://t.co/eCoR8pIDPt",joy
3690,Cómo que anoche #JuegodeTronos no os gustó pero qué os pasa en la cabecita xd,surprise
3691,#DiaInternacionalDelLibro Feliz día #DiadelLibro #DiadelLibro2019 Aprovecha el 10% de descuento solo por hoy https://t.co/iLnGmhLso9,surprise
3692,El gran lucho se va aplaudido de pie por el Barcelona ! Abrió el score en momento clave ! #ChampionsLeague,others
3693,Ojalá esté equivocada. Ojalá sean 4 años gloriosos para España. Pero recordad el día de hoy. Mañana no servirán las lamentaciones. #ElecccionesGenerales28A,sadness
3694,Esta es la España que me gusta pero ahora hay que hacer válidos los votos en decisiones correctas. La derecha a la deriva. El trifachito cuanto más lejos mejor. #ElecccionesGenerales28A,joy
3695,"Vergüenza, manchados por omisión. Medios de Incomunicación en #Venezuela https://t.co/CRB1lMvZIV",others
3696,"Lo único que veo es que cuando es la izquierda quien se levanta en armas vs el gobierno le llaman ""revolución"" pero cuando no, es ""golpe de estado"" . #Venezuela",anger
3697,Qué se lee en el #DiadelLibro? Yo el de la “chilenita” USER que en voz baja nos dice que sí está y que se está buscando. Gran maña. https://t.co/Ml3SE9Ehgc,others
3698,"No sé si pensáis cómo yo... pero #GOTS8E3 #got ha sido la puta caña, pero me da a mi que para la próxima batalla, no quedarán tantos héroes ni heroínas... USER nos tiene preparado algo muuu gordo (y cruel) #JuegodeTronos",joy
3699,"Día de Champions! Como se nota que es un día de fútbol, noches de esas que te hacen un miercoles más especial y que tanto se ha echo esperar⚽😍 pase lo que pase a disfrutarlo 🔴🔵❤️ #BarçaLFC #ChampionsLeague #mecmec",joy
3700,Gracias a todos los que habéis ido a votar #ElecccionesGenerales28A,joy
3701,Maduro ordena masacrar a su propio pueblo: una tanqueta militar arrolla a los manifestantes 🇻🇪 #Venezuela https://t.co/o8NAJoqmP5,others
3702,El libro que me estoy leyendo es tan sencillo como este xD #DíaDelLibro https://t.co/iqsY4OuHnp,others
3703,"#JuegodeTronos #LaBatallaDeInvernalia el capítulo de hoy bien se merece un ""Aria"" https://t.co/Kldzt4qNnC USER USER USER La tristeza está en el aire, como el amor por la familia. Y a Tyrion la suya le tiene ganas... Unas veces ganas, y otras pierdes #iamdied https://t.co/NRbHPWHhgO",sadness
3704,#30Abr || USER : Los países de la Alianza Bolivariana para los Pueblos de Nuestra América (ALBA-TCP) rechazan de manera contundente los intentos de violentar el orden constitucional de #Venezuela #PuebloEnMirafloresConMaduro USER USER USER https://t.co/K2uyYK7nPF,others
3705,#protesta contra el cambio climático desde #Madrid #spain #manifestación #FridaysforFuture #stayhuman #FridaysForFuture #Strike4Climate #GretaThunberg #15marzo #niungradomas @ Porta Del Sol https://t.co/s9dWxpKz1O,others
3706,#ElecccionesGenerales28A tenemos lo que nos merecemos...,sadness
3707,"“Cuanto menos se lee, más daño hace lo que se lee”. Miguel de Unamuno. #23Abr #DiaDelLibro📚📖",others
3708,Qué pena más grande #NotreDame 💔 Una tragedia que marca un momento muy triste en la historia 😥,sadness
3709,Guardamos la esperanza que no de embajada Chilena sea por tener un lugar seguro para planear los pasos a seguir #Venezuela,others
3710,"Ha sido controlado el incendio de la catedral, nostalgia y consternación para la comunidad católica ante esta emblemática perdida #NotreDame #NotreDameEnLlamas #NotreDameCathedralFire #ParisFire #paris #notredame https://t.co/lA11zI8G6n",sadness
3711,Más sobre la marcha en Lima 🔜 A seguir difundiendo y desde el rol que tengamos sigamos luchando por un mundo más sostenible día a día 💪🏼🙌🏼 #FridayForFuture #GretaThunberg https://t.co/HPOmXWPS2Q,others
3712,"Como me gustaría, que el Verdadero rey de la noche fuera Braan, y el del dragoncito sea un cebo. #JuegodeTronos",joy
3713,"El mensaje para el mundo con lo de #Venezuela es que si tenes dinero y poder y no te gusta a quien eligió el pueblo, el golpe de Estado es válido... peligroso mensaje",others
3714,Otro título más para el mejor jugador de la historia #FCBarcelona #GaciasMessi #LaLiga #Campeones https://t.co/Ew9IeK60dv,joy
3715,"Devastadoras y muy lamentables las imágenes de la Catedral de #NotreDame en pleno incendio. Una pérdida invaluable para el patrimonio de la humanidad; la reacción lógica debería ser que todos los ciudadanos del mundo, europeos o no contribuyamos juntos a su reconstrucción.#Paris",sadness
3716,"Lo que vino a sacarles #NotreDame, es TODA su amargura. A la madere, me tienen sorprendida.",surprise
3717,#DiaDelLibro leer evitará que pienses que leer te hace mejor persona,others
3718,"Feliz #DiaDelLibro para todos, espero que viajen a esos mundos alternos para vivir otras vidas y aventuras.",joy
3719,Final pt 1-0. Gran semifinal. Esta bien #Messi? Le faltó una marcha en los últimos 15'. Gana USER 1-0 #Liverpool #championsleague,others
