id,texto,emocion_original,grupo,estudiante
169,La noticia de ayer sobre lo de #NotreDame Los Simpson ya lo predijeron https://t.co/OlLo6vROGm,others,A,4
170,#NotreDameEnLlamas y musulmanes disfrutándolo. Los comentarios de esta publicación producen ASCO. ¿Cuándo vamos a reaccionar? https://t.co/lGJM5DNXCp https://t.co/ZbSailMKtr,disgust,A,4
171,"#DíadelLibro Una isla perdida en el Mediterráneo que ha puesto sus esperanzas de futuro en la construcción de un complejo termal. Un día aparecen en la playa los cuerpos de tres jóvenes negros, que hay que hacer desaparecer USER https://t.co/qOYY7zMrhN https://t.co/SkzaA93LiA",others,A,4
172,no haré vida normal nunca más después de #JuegodeTronos,others,A,4
173,Me encantan estos #SábadosDeFlojera con #ChampionsLeague incluida Semifinal Ida Barcelona 🆚 Liverpool https://t.co/mH9jRMWyKg,joy,A,4
174,La gente preocupada con las elecciones cuando no saben que hoy es la batalla de invernalia #JuegoDeTronos,others,A,4
175,"No pasaron, y el Rayo le ganó al Real!!!! #RealMadrid #RayoVallecano #ElecccionesGenerales28A #NoPasaran #vox #convivencia #progreso",joy,A,4
176,Lo mejor de las #ElecccionesGenerales28A es que España no quiere fascismo.y yo me alegro.,others,A,4
177,"Día del trabajador como se debe: en la cama, mirando la #ChampionsLeague y tratando de no sufrir tanto por USER 💘",others,A,4
178,Yo esta noche cuando salga VOX con muchos escaños y se carguen al 90% de personajes en la batalla de Invernalia. #EleccionesGenerales28A #JuegoDeTronos #Got8x03 https://t.co/OMGxdCR0kE,others,A,4
179,¡Feliz #DíaDelLibro! 😁📚 ¿Cuál es tu libro favorito?🧐 https://t.co/Wgb6dtWmsH,joy,A,4
180,#ChampionsLeague | Este es el once del USER para enfrentar al USER : https://t.co/M0wbGDcmNE https://t.co/9OwO97u97W,others,A,4
181,Hoy les toca enfrentar a su ex en #ChampionsLeague. 😯 https://t.co/8RqHXtL2Mk,others,A,4
182,"A propósito del #DíaDelLibro, queremos saber cuál es ese libro que usted siempre recomienda. ¡Cuéntenos usando el numeral #MiLibroFavoritoEs! https://t.co/YvzBi6vBaB",others,A,4
183,"Cuando el fútbol no se trata de ganar si no de meter goles, el Barcelona ganando cuando peor jugaba. #ChampionsLeague",others,A,4
184,"Notre Dame sobrevivió a las dos guerras mundiales y ahí estaba ahora, sucumbiendo a las llamas ante la mirada atónita de los franceses. Tristísimo. #NotreDame #NotreDameFire",sadness,A,4
185,"Mira, Abascal, con 24 diputados os vais a comer un mojón y os van a orinar encima en el Congreso. Eso sí, tú podrás seguir viviendo del cuento sin dar palo como hasta ahora. #EleccionesL6 #ElecccionesGenerales28A",anger,A,4
186,"Es más trágico que se queme un bosque a cualquier puto edificio. #NotreDameEnLlamas Lo siento, pero es la realidad.",sadness,A,4
187,Vox tiene tantos seguidores como Dulceida #ElecccionesGenerales28A,others,A,4
188,"USER USER USER USER #Venezuela | USER , convocó a marchas multitudinarias hoy para enfrentar al régimen de USER . Incluso pidió intervención militar. SEMANA le explica, más allá del furor, lo que realmente puede pasar ahora que la violencia se ha tomado las calles de Caracas. https://t.co/N2qOVCKGwR",others,A,4
189,#LaLiga | Alineación del Barcelona ante el Levante: https://t.co/pjHYKm8N6c,others,A,4
190,"""Fue imposible no contener la respiración"". Nuestra crítica del nuevo capítulo de #JuegoDeTronos, por USER (con spoilers) https://t.co/0cLM9wWe7j #juegodetronos8x03",others,A,4
191,Solo hay una palabra para definir lo que acabamos de ver...ÉPICO #JuegoDeTronos #VivePoniente USER,joy,A,4
192,"#NotreDame es raro ya que las gárgolas eran las que cuidaban la iglesia o bueno hací se dice, y las gárgolas fueron restauradas para la remodelación y en eso Notre Dame lo consumen las llamas",sadness,A,4
193,"Orgulloso de mi voto, consiguiendo representación cántabra en Madrid, como lo hacen otras Comunidades Autónomas como Cataluña o País Vasco. #VotoUtil #gobiernodeizquierdas #ElecccionesGenerales28A https://t.co/9J8u3Z0Ad2",joy,A,4
194,Esto pasa en #Venezuela Mi repudio al Dictador USER y una urgente intervención del USER y USER #Argentina cobija a los hermanos venezolanos. Triste y terrible. https://t.co/Dt3VjuPIFN,others,A,4
195,"Ha pasado un día y sigo en negación, sé que solo era un edificio que hay cosas más graves, quizás no tengo bien ordenadas mis prioridades pero verlo arder sigue haciéndome llorar, tan bonita, tan imponente, tan eterna, por favor vuelve pronto a ser Notre Dame.#NotreDame https://t.co/uaassgTEoo",sadness,A,4
196,"2️⃣6️⃣ veces #LaLiga 🏆🇪🇸, 8️⃣ en 1️⃣1️⃣ años que sorprendentes son USER 🔵🔴 gracias por tan linda época de fútbol ⚽ y una generación maravillosa de futbolistas 🙌🏻 que lo dan todo por la camiseta 👕❤️💙. https://t.co/t8RwmAiB4A",joy,A,4
197,Yo analizando todas las frases que ha dicho Melisandre en la puta serie #GameOfThrones #JuegoDeTronos https://t.co/DaLo7kBVIZ,anger,A,4
198,Espero y deseo que #NotreDame resurja de sus cenizas como el ave Fénix,others,A,4
199,Bueno llego la hora... #ChampionsLeague https://t.co/Gsddomdav5 vs Liverpool ⚽🔝🔟,others,A,4
200,"#jetaimeparis #NotreDame mi ciudad favorita del mundo, conozco la belleza gracias a ti #rosablanca #nuevocomienzo❤️💪 https://t.co/t33wcavkn5",joy,A,4
201,Me cuesta mucho entender la fiesta de Ciudadanos... #ElecccionesGenerales28A,disgust,B,1
202,"#NotiPost #30Abr Secretario general de la OEA USER manifestó su apoyo a la adhesión de militares a la Constitución: ""Es necesario el más pleno respaldo al proceso de transición democrática de forma pacífica"" #Venezuela 📸 USER / USER https://t.co/8PxZTiltJM",others,B,1
203,Huy ! Qué nervios! ... Vamos Barça !! #ChampionsLeague,others,B,1
204,El mejor resumen del capítulo de #juegodetronos https://t.co/o4Ei5QQzPE,others,B,1
205,Gracias a puto iCloud no tengo fotos de París y #NotreDame,anger,B,1
206,"Miguel Delibes visitó la capital francesa en 1960. Hoy la tristeza por la pérdida de este patrimonio cultural e histórico, lo llena todo.😢 #NotreDameEnLlamas #París https://t.co/hnxOqmXskL",sadness,B,1
207,Qué injusto que es el fútbol cuando te pillas con Messi equipado del Barcelona. #ChampionsLeague #ChampionsxFox https://t.co/9NCjR2eB9P,others,B,1
208,Ahora yo cómo voy a pegar ojo esta noche con la adrenalina que tengo en vena!! así no puedo rendir mañana joder!! Al menos no ha acabado en un cliffhanger!! 🙏🙏 #GameofThones #JuegodeTronos,surprise,B,1
209,"#JuegoDeTronos serie que se caracteriza por matar a todos sus protagonistas. En la batalla más ""épica"" la palman 4 contados.... 😭",others,B,1
210,"Buenos días feliz lunes , estoy muy contenta que Arya y Jon siguen vivos Gracias USER por el capitulo que emociono a muchos en esta madrugada llegue al punto de vivir la cena y sentirme allí luchando con ellos 😢🖤 #JuegodeTronos #GameOfThrones https://t.co/CJoiTUzbtT",joy,B,1
211,El lenguaje de las emociones en una imagen. Lo logra la fotógrafa de Macrón soazigdelamoissonniere #paris #notredame https://t.co/v8ZZ9TIFAf,others,B,1
212,#LaLiga ¡Medio tiempo! Sin daños en el Wanda Metropolitano. USER y USER igualan 0-0. https://t.co/2YV9Mlmpiz,others,B,1
213,"Miro las fotos de mi viaje, los recuerdos que tengo en y de ese lugar. Qué triste estar perdiendo más de 800 años de historia. #NotreDame 😕",sadness,B,1
214,"“Tenía ínfulas de filósofo casero, de observador de la vida humana. Era de esos hombres que encuentran su lugar en el mundo en el punto inmóvil desde el cual se ve pasar la vida.” #DiaDelLibro _ https://t.co/juA1X86td0",others,B,1
215,23 de abril: Día Internacional del Libro. 📖 #yoprogramo #yoprogramouy #diadellibro #diadellibro2019 #libros #historias #experiencia #educar #educacionresponsable #enseñanza https://t.co/xoyAE2Wnwd,others,B,1
216,"#GretaThunberg tiene 15 años y en protesta sobre la poca gestión que el mundo hace sobre el cambio climático, no asiste a clase los viernes. Su mamá, es una famosa cantante de opera y la obligó a no viajar en... https://t.co/aWleIwwBs5",others,B,1
217,"#Edd Edd el penas, el lord comandante 1000, deja su guardia y descansa con sus otros hermanos juramentados de la guardia de la noche que ya no vieron la luz del día. #JuegodeTronos",sadness,B,1
218,Union = Fuerza .. Si podemos Unidos #Venezuela #30DeAbril #LeopoldoLibre https://t.co/xE7E2Oj1pT,others,B,1
219,USER USER En ella si pueden confiar y promuevan #GretaThunberg,others,B,1
220,""" O el asilo contra la opresión"".... 🇨🇱 🇻🇪 #Chile #Venezuela",others,B,1
221,Que le avisen a #Zidane quien ganó #LaLiga hoy y que le recuerden que el #var sigue vigente. #Campeones #VisçaBarça,others,B,1
222,"""Hemos empezado a limpiar vuestro desastre"" #GretaThunberg clara y tajante sobre algo de lo que todos por activa o por pasiva, somos responsables. #clima #sostenibilidad #cambioclimático https://t.co/jMKGwlugGU",others,B,1
223,"#NotreDame En menos de dos meses el tiempo (o el destino) ha vivido trágicos espectáculos impactados con estupor; una yuxtaposición inverosímil entre quema de ayuda humanitaria en Venezuela, https://t.co/nqAFrBUCQt",others,B,1
224,"#ElecccionesGenerales28A El #PSOE gana las elecciones y el #PP obtiene el peor resultado de su historia, con el 75% escrutado.",others,B,1
225,Maravilloso día del trabajador porque podré ver la #ChampionsLeague 👐😱,joy,B,1
226,Cuidado con los sondeos y con las encuestas #Aviso #ElecccionesGenerales28A,fear,B,1
227,Este capítulo está siendo muy duro. Tengo que dejar de ver por los nervios interiores. A qué clase de persona se le ocurre mezclar todo eso. DURÍSIMO #JuegodeTronos,surprise,B,1
228,Sublime: que es extraordinariamente bello y produce una gran emoción. Pues eso. #JuegoDeTronos DE LOCOS 🔥🔥,joy,B,1
229,Que horrible lo de #Venezuela no se dejen intimidar!!!,anger,B,1
230,"Los esperamos a disfrutar del fútbol, en La Panza Malasaña, ☎️ 91 5944308 #lapanzaesprimero #cocinamexmex #panzafut #championsleague USER https://t.co/0PrUMA8uuH",others,B,1
231,"""El mejor amigo del hombre también es un buen libro"" #DiaDelLibro",others,B,1
232,ALA MIERDA!! Pedazo de gol que acaba de meter Messi #increible #ChampionsLeague,anger,B,1
233,#NotreDame La Catedral de León nos enseñó el peligro de usar agua para apagar un incendio como el de Notre Dame https://t.co/W0XhdAmuEH vía USER,surprise,B,1
234,Te perdono por matar a Shireen. 🌞👍 #JuegodeTronos #GameofThrones https://t.co/EeSBlGITD7,others,B,1
235,"""Para viajar lejos no hay mejor nave que un libro"" Emily Dickinson. #DíaDelLibro https://t.co/cNF1xpRhSd",others,B,1
236,"Éste Hijo de Puta Marxista va a reprimir a los manifestanes Venezolanos en su propia embajada, se hace el q está en estado de shock pero tiene tiempo de levantar el puño con la mano cerrada para las cámaras cuando lo suben a la ambulancia. #Venezuela #EmbajadaDeVenezuela https://t.co/uedgucgCXQ",anger,B,1
237,A los dioses nuevos y antiguos que hoy no mueran mis personajes favoritos. Amén #GOT #JuegodeTronos https://t.co/l2SiE7YtMz,others,B,1
238,USER USER Mezclar la catástrofe de #NotreDame con Cataluña es difícil. Pero parece fácil para cualquier psicótico obsesivo como vosotros.,anger,B,1
239,Y despues me preguntan por que lo amo tanto. #Messi #CHAMPIONS #ChampionsLeague #UCL #Lionel,joy,B,1
240,Excelente USER diciendo que los medios oficialistas aprovecharon el golpe en #Venezuela para tapar el enorme #ParoNacional que hicimos. #StornelliHabloConMauricio #YoParo #ParoGeneral #30A,others,B,1
241,Señores y señoras les presento el golazo de falta del señor MESSI! 😍😍👏👏👏 #fcbarcelona #viscaelbarça #championsleague #Messi https://t.co/pQeZci8BBo,joy,B,1
242,"En la tragedia venezolana hay muchos villanos, pero ningún heroe. #Venezuela",sadness,B,1
243,#notredame #sad #paris Sin palabras por otra perdida cultural. en Notre Dame https://t.co/ZbfAOlT0YV,sadness,B,1
244,"Semifinales #ChampionsLeague: USER vs USER alineaciones, horario, dónde ver. ⚽📺➡️ https://t.co/E525X9ko2o https://t.co/pf53SQpg9H",others,B,1
245,"¡Qué señora con honor y dignidad! Al fascismo, a los que crean odio, dicen mentiras e insultan a Catalunya, ni se les da la mano, ni se les saluda, ni nada #ElecccionesGenerales28A #28A https://t.co/Sle3b3kLiI",joy,B,1
246,El 1er gol de Liverpool va a llegar por un robo en la salida del Barca. Recién estuvieron cerca #BARLIV #ChampionsLeague,others,B,1
247,"Terrible lo ocurrido en la catedral de #NotreDame una pérdida terrible para el mundo , daño irreparable.",sadness,B,1
248,Hermosa ostia la q se ha dado el PP #ElecccionesGenerales28A #Elecciones2019,joy,B,1
249,"Para los que insisten en decir que el VAR es pro #FCBarcelona, hubo un penal no cobrado que perjudico al #Barça en el Primer tiempo. #ChampionsLeague",others,B,1
250,"Hoy sí me siento muy orgullosa de ser española. La gente ha hablado, y quiere seguir construyendo no destruyendo. #ElecccionesGenerales28A #Elecciones2019",joy,B,1
251,"Hoy toca aplaudir al eterno rival, como en muchas otras ligas. El que todavía dude el genio que es Messi que se quite la venda de los ojos. #HalaMadrid y #ViscaBarca #LaLiga #campeones",joy,B,2
252,#ElecccionesGenerales28A Cuando una coalición PSOE Unidas Podemos se quede a 4 o 5 escaños de poder formar gobierno Acordaros de todos los que no fueron a votar,others,B,2
253,"Sonará a queja pero después de estar todo el día allí viviendo eso, sabes lo que es #ElecccionesGenerales28A",others,B,2
254,"Qué borremos spoilers dicen, hay que ser un adalid de lo políticamente correcto y muy idiota para decir eso en Twitter #JuegodeTronos",disgust,B,2
255,Rescatan corona de espinas de Jesús y túnica de San Luis de catedral de #NotreDame https://t.co/MbeUWD7Qaz #Apr15 | #Mundo #Francia #Paris | #CaraotaDigitalUS https://t.co/KZ2VUQBumW,others,B,2
256,Leyendo es la única forma en la que podemos apresar el tiempo y ser libres por un momento a la vez. #DíaDelLibro,others,B,2
257,#30Abr #Venezuela #Televen Comandos militares y calles del Táchira fueron tomadas por la sociedad civil https://t.co/C1f6X50xA5,others,B,2
258,"Los malos entendidos son muy peligrosos... y si la lectura beneficia la MEJORA DEL ENTENDIMIENTO, ¿no crees que deberíamos leer más? #DíaDelLibro #comerciojusto https://t.co/4hfbk3N6w3",others,B,2
259,OJO: No ese partido del que Ortega S. y Santi A. me hablan. #GretaThunberg #Silverman #CambioClimatico #autismo #espectroautista #Diversidad https://t.co/l93neHU4Vu,others,B,2
260,"USER USER USER USER USER Todos los cubanos que hay en #Venezuela contratados desde Chávez, ninguno a perdido su acento y tampoco se ocultan.",disgust,B,2
261,So Barca vs Ajax final? #ChampionsLeague,others,B,2
262,Otra RATA que utiliza a los crédulos y cuando no resulta arranca a esconderse a la Embajada de Chile. #RatasCobardes #Venezuela #PuebloEnMirafloresConMaduro #,anger,B,2
263,"USER Me tiene sin cuidado lo que rechaces mamarracho. Toda mi solidaridad con el pueblo venezolano, esperemos que el tirano caiga, pido por una #VenezuelaLibre y en paz.",anger,B,2
264,"USER Bueno si un día ocupa, me dice, si lo tengo se lo paso. Feliz #DiaDelLibro",joy,B,2
265,"No hace falta ser devoto o tener una visión política específica para reconocer que hoy hubo una pérdida cultural, arquitectónica y simbólica. Salve #NotreDame",sadness,B,2
266,USER ..... Excelente y limpio apoyo en #ChampionsLeague .... https://t.co/LacguLSjx0,joy,B,2
267,Ahora solo toca esperar la larga noche #JuegoDeTronos #GOTs8 #Got8x03 #GOT,others,B,2
268,Barcelona es campeón de #LaLiga. Venció 1-0 a Levante y se corona por vez número 26.,others,B,2
269,"A pesar de que, día tras día, se publican noticias sobre el carácter global de la crisis de #Venezuela, muchos siguen viviendo en la parroquia regional. Parecen creer que Rusia, China, Irán etc. no son más que anécdotas interesantes - no realidades que hay que enfrentar...",others,B,2
270,"#DiaDelLibro #milibrofavorito El de ""mame"" es uno de mis libros favoritos. Su secuela, el de ""meme"", también está bueno. https://t.co/ECZwNoKaEB",joy,B,2
271,"MESSI QUE BELLEZA DE GOL, JODER! LO AMOOOOO #ChampionsLeague #vamosbarça",joy,B,2
272,Hola quiero saber que no soy el único que está llorando a moco tendido con Juego de Tronos #BattleOfWinterfell #JuegodeTronos #GoT #Got8x03,sadness,B,2
273,Toda la vida beneficiándose de la ley electoral y ahora USER y el #PP se ponen a llorar. Tiempo y mayorías tuvisteis para cambiarla. #ElecccionesGenerales28A #28A,anger,B,2
